id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
6138,Seattle,0,19.54,2,West,qexty,Home Office,shorts,Standard Class,7196,7.2298,01-11-2020,98103,Washington,01-11-2020,37,0
6139,Los Angeles,0,39,12,West,kariox,Corporate,battery,Standard Class,5398,11.31,01-11-2020,90004,California,01-11-2020,29,0
6140,New York City,0,2279.96,4,East,fynota,Home Office,colddrinks,Standard Class,6117,592.7896,01-11-2020,10011,New York,01-11-2020,26,0
6141,San Francisco,0.2,53.248,2,West,kariox,Consumer,headset,First Class,5177,19.968,01-11-2020,94109,California,01-11-2020,37.5,0.375600962
6142,Lawrence,0,51.75,5,Central,kariox,Home Office,tablet,Standard Class,4372,24.84,01-11-2020,46226,Indiana,01-11-2020,48,0
6143,Lawrence,0,39.68,2,Central,kariox,Home Office,television,Standard Class,4371,16.2688,01-11-2020,46226,Indiana,01-11-2020,41,0
6144,Lawrence,0,104.9,5,Central,kariox,Home Office,headset,Standard Class,4370,50.352,01-11-2020,46226,Indiana,01-11-2020,48,0
6145,Houston,0.2,171.96,5,Central,fynota,Consumer,chocolates,Standard Class,4269,45.1395,01-11-2020,77036,Texas,01-11-2020,26.25,0.116306118
6146,Houston,0.8,12.588,3,Central,kariox,Consumer,headset,Standard Class,4268,-20.1408,01-11-2020,77036,Texas,01-11-2020,-160,6.355258977
6147,Houston,0.32,956.6648,7,Central,qexty,Consumer,pants,Standard Class,4267,-225.0976,01-11-2020,77036,Texas,01-11-2020,-23.52941176,0.033449543
6148,Houston,0.8,3.564,3,Central,kariox,Consumer,headset,Standard Class,4266,-6.237,01-11-2020,77036,Texas,01-11-2020,-175,22.44668911
6149,Houston,0.3,863.128,8,Central,qexty,Consumer,hoodies,Standard Class,4265,-160.2952,01-11-2020,77036,Texas,01-11-2020,-18.57142857,0.034757301
6150,Philadelphia,0.4,23.988,2,East,fynota,Corporate,colddrinks,Standard Class,2784,-15.992,01-11-2020,19134,Pennsylvania,01-11-2020,-66.66666667,1.667500417
6151,San Jose,0.2,29.12,5,West,kariox,Home Office,headset,Standard Class,2450,9.828,01-11-2020,95123,California,01-11-2020,33.75,0.686813187
6152,Houston,0.6,66.112,4,Central,qexty,Consumer,shorts,Standard Class,9323,-84.2928,01-11-2020,77041,Texas,01-11-2020,-127.5,0.907550823
6153,Houston,0.6,11.376,3,Central,qexty,Consumer,shorts,Standard Class,9322,-5.688,01-11-2020,77041,Texas,01-11-2020,-50,5.274261603
6154,San Diego,0.2,686.4,2,West,fynota,Consumer,sweets,Standard Class,8869,77.22,01-11-2020,92037,California,01-11-2020,11.25,0.029137529
6155,Charlotte,0.2,185.376,2,South,kariox,Corporate,charger,Second Class,7785,-34.758,01-11-2020,28205,North Carolina,01-11-2020,-18.75,0.107888831
6156,Charlotte,0.4,876.3,10,South,qexty,Corporate,hoodies,Second Class,7784,-292.1,01-11-2020,28205,North Carolina,01-11-2020,-33.33333333,0.045646468
6157,Charlotte,0.2,45.248,2,South,kariox,Corporate,laptop,Second Class,7783,3.9592,01-11-2020,28205,North Carolina,01-11-2020,8.75,0.442008487
6158,Los Angeles,0,38.88,6,West,kariox,Home Office,phone,Standard Class,6775,18.6624,01-11-2020,90004,California,01-11-2020,48,0
6159,Los Angeles,0.2,4.176,1,West,kariox,Home Office,headset,Standard Class,6774,1.305,01-11-2020,90004,California,01-11-2020,31.25,4.789272031
6160,Laredo,0.2,11.84,1,Central,kariox,Consumer,tablet,Same Day,5699,4.44,01-11-2020,78041,Texas,01-11-2020,37.5,1.689189189
6161,Seattle,0,479.72,4,West,fynota,Consumer,chocolates,Standard Class,6939,52.7692,01-11-2020,98105,Washington,01-11-2020,11,0
6162,San Jose,0,72,4,West,fynota,Consumer,chocolates,Second Class,7307,12.96,01-11-2020,95123,California,01-11-2020,18,0
6163,San Jose,0.2,113.888,2,West,qexty,Consumer,tshirts,Second Class,7308,9.9652,01-11-2020,95123,California,01-11-2020,8.75,0.175611127
6164,Oceanside,0,12.9,2,West,kariox,Home Office,phone,Standard Class,4975,6.321,01-11-2020,92054,California,01-11-2020,49,0
6165,Lakewood,0,14.96,4,East,kariox,Consumer,lighting,First Class,4844,0.2992,01-11-2020,8701,New Jersey,01-11-2020,2,0
6166,Newark,0.2,119.976,3,East,fynota,Corporate,chocolates,Standard Class,3061,22.4955,01-11-2020,43055,Ohio,01-11-2020,18.75,0.166700007
6167,San Francisco,0,14.82,3,West,qexty,Corporate,shorts,Standard Class,1684,6.2244,01-11-2020,94110,California,01-11-2020,42,0
6168,Los Angeles,0,14.62,2,West,kariox,Corporate,tablet,First Class,846,6.8714,01-11-2020,90036,California,01-11-2020,47,0
6169,Los Angeles,0,11.36,2,West,kariox,Corporate,charger,First Class,845,3.2944,01-11-2020,90036,California,01-11-2020,29,0
6170,Los Angeles,0.2,26.976,4,West,kariox,Corporate,headset,First Class,844,8.7672,01-11-2020,90036,California,01-11-2020,32.5,0.741399763
6171,Los Angeles,0.2,37.44,4,West,kariox,Corporate,headset,First Class,843,11.7,01-11-2020,90036,California,01-11-2020,31.25,0.534188034
6172,Seattle,0.2,27.68,2,West,kariox,Consumer,headset,Standard Class,164,9.688,01-11-2020,98115,Washington,01-11-2020,35,0.722543353
6173,Los Angeles,0.2,7.712,2,West,kariox,Home Office,headset,Standard Class,6773,2.7956,01-11-2020,90004,California,01-11-2020,36.25,2.593360996
6174,San Diego,0,84.84,3,West,kariox,Consumer,laptop,Second Class,4984,22.9068,01-11-2020,92105,California,01-11-2020,27,0
6175,Jacksonville,0.2,35.568,2,South,qexty,Corporate,shorts,First Class,4973,5.7798,01-11-2020,32216,Florida,01-11-2020,16.25,0.562303194
6176,Jacksonville,0.2,36.112,2,South,kariox,Corporate,phone,First Class,4972,12.6392,01-11-2020,32216,Florida,01-11-2020,35,0.553832521
6177,Jacksonville,0.2,207.984,2,South,qexty,Corporate,tshirts,First Class,4971,-28.5978,01-11-2020,32216,Florida,01-11-2020,-13.75,0.096161243
6178,Los Angeles,0,238.56,3,West,qexty,Home Office,shorts,Second Class,130,26.2416,01-11-2020,90004,California,01-11-2020,11,0
6179,Los Angeles,0.2,81.424,2,West,qexty,Home Office,tshirts,Second Class,129,-9.1602,01-11-2020,90004,California,01-11-2020,-11.25,0.245627825
6180,Virginia Beach,0,756.8,5,South,qexty,Consumer,shorts,First Class,8965,75.68,01-11-2020,23464,Virginia,01-11-2020,10,0
6181,Virginia Beach,0,89.97,3,South,fynota,Consumer,chocolates,First Class,8964,18.8937,01-11-2020,23464,Virginia,01-11-2020,21,0
6182,Virginia Beach,0,273.96,2,South,qexty,Consumer,shorts,First Class,8963,71.2296,01-11-2020,23464,Virginia,01-11-2020,26,0
6183,San Jose,0,158.13,3,West,kariox,Consumer,watch,Second Class,7309,77.4837,01-11-2020,95123,California,01-11-2020,49,0
6184,Jacksonville,0.2,88.768,2,South,kariox,Corporate,phone,First Class,4974,31.0688,01-11-2020,32216,Florida,01-11-2020,35,0.225306417
6185,Cheyenne,0.2,1603.136,4,West,qexty,Home Office,tshirts,Standard Class,5870,100.196,01-11-2020,82001,Wyoming,01-11-2020,6.25,0.012475548
6186,Miami,0.2,50.496,6,South,qexty,Corporate,shorts,Standard Class,6729,8.2056,01-11-2020,33180,Florida,01-11-2020,16.25,0.396070976
6187,Eugene,0.2,629.184,8,West,kariox,Corporate,tablet,Second Class,6310,228.0792,01-11-2020,97405,Oregon,01-11-2020,36.25,0.031787204
6188,Henderson,0,20,4,South,kariox,Consumer,lighting,Second Class,4431,9.6,01-11-2020,42420,Kentucky,01-11-2020,48,0
6189,Los Angeles,0,1101.48,4,West,kariox,Consumer,battery,First Class,2477,429.5772,01-11-2020,90032,California,01-11-2020,39,0
6190,Los Angeles,0,87.71,7,West,kariox,Consumer,tablet,First Class,2476,41.2237,01-11-2020,90032,California,01-11-2020,47,0
6191,Los Angeles,0,82.95,5,West,fynota,Consumer,chocolates,First Class,2475,29.0325,01-11-2020,90032,California,01-11-2020,35,0
6192,Los Angeles,0.2,217.584,2,West,qexty,Consumer,tshirts,First Class,2474,-29.9178,01-11-2020,90032,California,01-11-2020,-13.75,0.091918523
6193,Marysville,0,8.82,3,West,kariox,Consumer,television,Standard Class,575,2.3814,01-11-2020,98270,Washington,01-11-2020,27,0
6194,Urbandale,0,27.24,6,Central,kariox,Consumer,headset,Standard Class,113,13.3476,01-11-2020,50322,Iowa,01-11-2020,49,0
6195,Urbandale,0,75.96,2,Central,kariox,Consumer,television,Standard Class,112,22.788,01-11-2020,50322,Iowa,01-11-2020,30,0
6196,Chicago,0.2,68.112,3,Central,fynota,Consumer,chocolates,Standard Class,4061,17.8794,01-11-2020,60610,Illinois,01-11-2020,26.25,0.293634015
6197,Conroe,0.2,111.672,9,Central,kariox,Corporate,laptop,First Class,3378,6.9795,01-11-2020,77301,Texas,01-11-2020,6.25,0.179095924
6198,Salem,0,251.79,3,South,kariox,Home Office,watch,Standard Class,1402,118.3413,01-11-2020,24153,Virginia,01-11-2020,47,0
6199,Salem,0,21.8,2,South,fynota,Home Office,colddrinks,Standard Class,1401,6.104,01-11-2020,24153,Virginia,01-11-2020,28,0
6200,San Francisco,0.2,1403.92,5,West,qexty,Corporate,tshirts,Standard Class,9760,70.196,01-11-2020,94109,California,01-11-2020,5,0.014245826
6201,Tulsa,0,332.94,3,Central,kariox,Corporate,laptop,Standard Class,6422,9.9882,01-11-2020,74133,Oklahoma,01-11-2020,3,0
6202,Tulsa,0,368.97,3,Central,qexty,Corporate,tshirts,Standard Class,6420,81.1734,01-11-2020,74133,Oklahoma,01-11-2020,22,0
6203,Tulsa,0,21.96,2,Central,kariox,Corporate,charger,Standard Class,6419,6.1488,01-11-2020,74133,Oklahoma,01-11-2020,28,0
6204,Hollywood,0.2,32.064,6,South,kariox,Consumer,phone,Second Class,6138,11.2224,01-11-2020,33021,Florida,01-11-2020,35,0.623752495
6205,Los Angeles,0,1085.42,7,West,kariox,Corporate,laptop,Standard Class,3787,282.2092,01-11-2020,90045,California,01-11-2020,26,0
6206,Philadelphia,0.3,492.835,5,East,qexty,Consumer,tshirts,Standard Class,2448,-14.081,01-11-2020,19143,Pennsylvania,01-11-2020,-2.857142857,0.0608723
6207,Henderson,0,7.98,3,South,kariox,Consumer,television,Second Class,4432,2.0748,01-11-2020,42420,Kentucky,01-11-2020,26,0
6208,Henderson,0,24.1,5,South,qexty,Consumer,shorts,Second Class,4433,9.158,01-11-2020,42420,Kentucky,01-11-2020,38,0
6209,Henderson,0,8.75,1,South,kariox,Consumer,television,Second Class,4434,2.625,01-11-2020,42420,Kentucky,01-11-2020,30,0
6210,Henderson,0,842.94,3,South,qexty,Consumer,hoodies,Second Class,4435,160.1586,01-11-2020,42420,Kentucky,01-11-2020,19,0
6211,Eugene,0.2,650.352,3,West,qexty,Corporate,tshirts,Second Class,6309,-97.5528,01-11-2020,97405,Oregon,01-11-2020,-15,0.030752577
6212,Eugene,0.2,47.952,3,West,kariox,Corporate,phone,Second Class,6308,16.7832,01-11-2020,97405,Oregon,01-11-2020,35,0.41708375
6213,Eugene,0.2,104.784,1,West,qexty,Corporate,tshirts,Second Class,6307,-14.4078,01-11-2020,97405,Oregon,01-11-2020,-13.75,0.190868835
6214,Eugene,0.2,17.584,7,West,kariox,Corporate,charger,Second Class,6306,-4.1762,01-11-2020,97405,Oregon,01-11-2020,-23.75,1.137397634
6215,Chula Vista,0,192.8,4,West,kariox,Consumer,television,Same Day,6135,55.912,01-11-2020,91911,California,01-11-2020,29,0
6216,San Francisco,0,38.29,7,West,qexty,Consumer,shorts,First Class,2946,16.4647,01-11-2020,94122,California,01-11-2020,43,0
6217,Seattle,0,209.88,3,West,qexty,Corporate,shorts,Second Class,703,35.6796,01-11-2020,98103,Washington,01-11-2020,17,0
6218,Louisville,0,10.74,3,South,kariox,Consumer,lighting,Same Day,665,5.2626,01-11-2020,40214,Kentucky,01-11-2020,49,0
6219,Philadelphia,0.3,470.155,7,East,qexty,Home Office,tshirts,Standard Class,8968,-13.433,01-11-2020,19120,Pennsylvania,01-11-2020,-2.857142857,0.063808744
6220,Eugene,0.2,15.176,1,West,kariox,Corporate,phone,Second Class,6311,5.3116,01-11-2020,97405,Oregon,01-11-2020,35,1.317870322
6221,Philadelphia,0.2,72,1,East,fynota,Home Office,chocolates,Standard Class,8967,14.4,01-11-2020,19120,Pennsylvania,01-11-2020,20,0.277777778
6222,Portland,0.7,4.158,7,West,kariox,Consumer,headset,First Class,8942,-3.465,01-11-2020,97206,Oregon,01-11-2020,-83.33333333,16.83501684
6223,Dallas,0.2,9.248,2,Central,kariox,Corporate,phone,Standard Class,7046,3.3524,01-11-2020,75217,Texas,01-11-2020,36.25,2.162629758
6224,Los Angeles,0,314.55,3,West,kariox,Consumer,phone,Standard Class,4487,150.984,01-11-2020,90049,California,01-11-2020,48,0
6225,Los Angeles,0,19.44,3,West,kariox,Consumer,phone,Standard Class,4486,9.3312,01-11-2020,90049,California,01-11-2020,48,0
6226,Los Angeles,0.2,9.296,2,West,kariox,Consumer,headset,Standard Class,4485,3.0212,01-11-2020,90049,California,01-11-2020,32.5,2.151462995
6227,Los Angeles,0,116.28,3,West,kariox,Consumer,phone,Standard Class,4484,56.9772,01-11-2020,90049,California,01-11-2020,49,0
6228,Los Angeles,0.2,43.584,12,West,kariox,Consumer,headset,Standard Class,4483,15.7992,01-11-2020,90049,California,01-11-2020,36.25,0.458883994
6229,Los Angeles,0,43.32,2,West,kariox,Consumer,battery,Standard Class,4482,14.2956,01-11-2020,90049,California,01-11-2020,33,0
6230,Los Angeles,0,15.26,7,West,kariox,Consumer,lighting,Standard Class,4481,5.0358,01-11-2020,90049,California,01-11-2020,33,0
6231,Portland,0.7,179.991,3,West,fynota,Consumer,sweets,First Class,8943,-251.9874,01-11-2020,97206,Oregon,01-11-2020,-140,0.388908334
6232,Rochester,0,263.96,4,East,fynota,Consumer,colddrinks,First Class,8063,71.2692,01-11-2020,14609,New York,01-11-2020,27,0
6233,Tulsa,0,12.39,3,Central,kariox,Corporate,television,Standard Class,6421,3.4692,01-11-2020,74133,Oklahoma,01-11-2020,28,0
6234,Rochester,0,12.96,2,East,kariox,Consumer,phone,First Class,8065,6.2208,01-11-2020,14609,New York,01-11-2020,48,0
6235,Mesa,0.7,4.368,7,West,kariox,Consumer,headset,Standard Class,1075,-3.3488,01-11-2020,85204,Arizona,01-11-2020,-76.66666667,16.02564103
6236,Mesa,0.7,6.27,5,West,kariox,Consumer,headset,Standard Class,1074,-4.598,01-11-2020,85204,Arizona,01-11-2020,-73.33333333,11.16427432
6237,Arlington Heights,0.2,14.112,6,Central,kariox,Consumer,television,Standard Class,9400,1.2348,01-11-2020,60004,Illinois,01-11-2020,8.75,1.41723356
6238,Noblesville,0,2678.94,6,Central,qexty,Corporate,hoodies,Standard Class,8469,241.1046,01-11-2020,46060,Indiana,01-11-2020,9,0
6239,San Francisco,0.2,31.504,11,West,kariox,Consumer,headset,Standard Class,8122,11.0264,01-11-2020,94110,California,01-11-2020,35,0.63484002
6240,San Francisco,0.2,451.152,3,West,qexty,Consumer,tshirts,Standard Class,8121,0,01-11-2020,94110,California,01-11-2020,0,0.044330957
6241,San Francisco,0,41.96,2,West,qexty,Consumer,shorts,Standard Class,8120,10.9096,01-11-2020,94110,California,01-11-2020,26,0
6242,New York City,0.2,35.232,3,East,kariox,Corporate,headset,Standard Class,7035,11.4504,01-11-2020,10011,New York,01-11-2020,32.5,0.567665758
6243,New York City,0.2,55.008,3,East,kariox,Corporate,headset,Standard Class,7034,17.19,01-11-2020,10011,New York,01-11-2020,31.25,0.363583479
6244,New York City,0.1,245.646,3,East,qexty,Corporate,tshirts,Standard Class,7033,8.1882,01-11-2020,10011,New York,01-11-2020,3.333333333,0.040708988
6245,New York City,0,92.94,3,East,kariox,Corporate,television,Standard Class,7032,25.0938,01-11-2020,10011,New York,01-11-2020,27,0
6246,New York City,0,36,2,East,fynota,Corporate,chocolates,Standard Class,7031,6.48,01-11-2020,10011,New York,01-11-2020,18,0
6247,New York City,0,28.14,3,East,kariox,Corporate,laptop,Standard Class,7030,7.8792,01-11-2020,10011,New York,01-11-2020,28,0
6248,Apopka,0.2,671.544,3,South,kariox,Home Office,battery,Standard Class,4726,50.3658,01-11-2020,32712,Florida,01-11-2020,7.5,0.029782114
6249,Apopka,0.7,9.888,2,South,kariox,Home Office,headset,Standard Class,4725,-6.9216,01-11-2020,32712,Florida,01-11-2020,-70,7.079288026
6250,San Francisco,0,6.96,4,West,qexty,Consumer,shorts,Second Class,2884,2.2272,01-11-2020,94110,California,01-11-2020,32,0
6251,Detroit,0,257.98,2,Central,fynota,Consumer,colddrinks,Standard Class,2783,74.8142,01-11-2020,48234,Michigan,01-11-2020,29,0
6252,Chicago,0.3,47.992,2,Central,qexty,Corporate,tshirts,Standard Class,2515,-2.0568,01-11-2020,60623,Illinois,01-11-2020,-4.285714286,0.625104184
6253,Chicago,0.2,95.968,4,Central,fynota,Corporate,chocolates,Standard Class,2514,1.1996,01-11-2020,60623,Illinois,01-11-2020,1.25,0.208402801
6254,Mesa,0.2,31.984,2,West,fynota,Consumer,chocolates,Standard Class,1076,1.999,01-11-2020,85204,Arizona,01-11-2020,6.25,0.625312656
6255,La Porte,0,287.52,8,Central,kariox,Corporate,watch,Second Class,1137,129.384,01-11-2020,46350,Indiana,01-11-2020,45,0
6256,La Porte,0,37.68,2,Central,kariox,Corporate,battery,Second Class,1138,10.5504,01-11-2020,46350,Indiana,01-11-2020,28,0
6257,La Porte,0,19.98,2,Central,kariox,Corporate,phone,Second Class,1139,8.991,01-11-2020,46350,Indiana,01-11-2020,45,0
6258,Rochester,0,359.97,3,East,fynota,Consumer,colddrinks,First Class,8064,100.7916,01-11-2020,14609,New York,01-11-2020,28,0
6259,Oklahoma City,0,30.36,4,Central,qexty,Corporate,shorts,Standard Class,5138,13.0548,01-11-2020,73120,Oklahoma,01-11-2020,43,0
6260,New York City,0,36.63,3,East,kariox,Corporate,laptop,Standard Class,4630,9.8901,01-11-2020,10011,New York,01-11-2020,27,0
6261,New York City,0,140.75,5,East,kariox,Corporate,television,Standard Class,4629,39.41,01-11-2020,10011,New York,01-11-2020,28,0
6262,New York City,0,77.55,5,East,kariox,Corporate,laptop,Standard Class,4627,20.163,01-11-2020,10011,New York,01-11-2020,26,0
6263,Highland Park,0.8,3.136,2,Central,kariox,Home Office,headset,Standard Class,3260,-4.704,01-11-2020,60035,Illinois,01-11-2020,-150,25.51020408
6264,Philadelphia,0.2,217.056,7,East,kariox,Home Office,phone,Standard Class,1884,78.6828,01-11-2020,19143,Pennsylvania,01-11-2020,36.25,0.09214212
6265,Auburn,0,4.18,1,West,qexty,Home Office,shorts,Standard Class,1802,1.5048,01-11-2020,98002,Washington,01-11-2020,36,0
6266,Thomasville,0.2,52.136,7,South,kariox,Consumer,charger,Standard Class,1478,5.8653,01-11-2020,27360,North Carolina,01-11-2020,11.25,0.383612091
6267,New York City,0,83.36,1,East,kariox,Consumer,laptop,Standard Class,1781,20.84,01-11-2020,10011,New York,01-11-2020,25,0
6268,Vancouver,0,44.02,2,West,kariox,Home Office,television,Standard Class,1001,11.4452,01-11-2020,98661,Washington,01-11-2020,26,0
6269,San Diego,0.2,674.352,3,West,qexty,Home Office,hoodies,First Class,7191,-8.4294,01-11-2020,92024,California,01-11-2020,-1.25,0.029658101
6270,San Diego,0.2,203.976,3,West,fynota,Home Office,colddrinks,First Class,7190,25.497,01-11-2020,92024,California,01-11-2020,12.5,0.098050751
6271,Parma,0.3,449.372,2,East,qexty,Consumer,tshirts,Standard Class,6115,-12.8392,01-11-2020,44134,Ohio,01-11-2020,-2.857142857,0.066759834
6272,Parma,0.3,1537.074,9,East,qexty,Consumer,tshirts,Standard Class,6114,0,01-11-2020,44134,Ohio,01-11-2020,0,0.019517603
6273,Parma,0.2,16.752,6,East,kariox,Consumer,lighting,Standard Class,6113,5.4444,01-11-2020,44134,Ohio,01-11-2020,32.5,1.193887297
6274,Parma,0.2,110.096,2,East,kariox,Consumer,battery,Standard Class,6112,33.0288,01-11-2020,44134,Ohio,01-11-2020,30,0.181659642
6275,Parma,0.3,1474.802,7,East,qexty,Consumer,tshirts,Standard Class,6111,-21.0686,01-11-2020,44134,Ohio,01-11-2020,-1.428571429,0.020341714
6276,La Porte,0,17.38,2,Central,kariox,Corporate,headset,Second Class,1141,8.69,01-11-2020,46350,Indiana,01-11-2020,50,0
6277,La Porte,0,20.58,7,Central,kariox,Corporate,television,Second Class,1140,5.5566,01-11-2020,46350,Indiana,01-11-2020,27,0
6278,Chicago,0.6,22.752,6,Central,qexty,Corporate,shorts,First Class,7331,-8.532,01-11-2020,60623,Illinois,01-11-2020,-37.5,2.637130802
6279,New York City,0,59.97,3,East,fynota,Consumer,chocolates,Standard Class,1780,14.9925,01-11-2020,10011,New York,01-11-2020,25,0
6280,New York City,0,24.88,2,East,kariox,Corporate,laptop,Standard Class,4628,6.9664,01-11-2020,10011,New York,01-11-2020,28,0
6281,New York City,0.2,3.64,1,East,kariox,Consumer,headset,Standard Class,9249,1.365,01-11-2020,10009,New York,01-11-2020,37.5,5.494505495
6282,Springfield,0.2,89.568,2,East,kariox,Home Office,phone,Standard Class,3636,32.4684,01-11-2020,45503,Ohio,01-11-2020,36.25,0.223294034
6283,Springfield,0.4,41.958,7,East,fynota,Home Office,colddrinks,Standard Class,3635,-9.7902,01-11-2020,45503,Ohio,01-11-2020,-23.33333333,0.953334287
6284,New York City,0,14.94,3,East,kariox,Home Office,tablet,Standard Class,6118,6.8724,01-11-2020,10011,New York,01-11-2020,46,0
6285,Springfield,0.2,9.216,4,East,kariox,Home Office,tablet,Standard Class,3634,3.3408,01-11-2020,45503,Ohio,01-11-2020,36.25,2.170138889
6286,Toledo,0.2,38.976,3,East,kariox,Consumer,laptop,Second Class,2869,-2.436,01-11-2020,43615,Ohio,01-11-2020,-6.25,0.513136289
6287,Toledo,0.2,14.72,5,East,kariox,Consumer,charger,Second Class,2868,-3.312,01-11-2020,43615,Ohio,01-11-2020,-22.5,1.358695652
6288,Warner Robins,0,41.86,7,South,kariox,Consumer,television,Standard Class,2341,10.465,01-11-2020,31088,Georgia,01-11-2020,25,0
